node,indegree,outdegree,kcore
65,1,0,1
183,3,3,4
248,0,2,2
259,1,0,1
444,0,1,1
606,3,1,3
709,0,1,1
713,0,1,1
848,1,2,2
853,1,0,1
863,3,1,4
889,0,1,1
979,2,5,6
982,0,1,1
991,1,0,1
999,0,2,1
1009,1,0,1
1019,1,1,2
1057,3,3,6
1173,0,2,1
1210,12,7,9
1385,0,1,1
1531,1,1,2
1691,0,1,1
1700,2,2,4
1832,0,1,1
1841,1,0,1
1858,0,1,1
2048,1,0,1
2061,1,0,1
2091,1,0,1
2102,1,2,2
2115,0,2,2
2299,4,1,3
2374,1,0,1
2486,4,6,5
2558,1,1,2
2755,0,3,2
2765,4,4,4
2842,0,1,1
2878,1,2,3
2948,4,5,7
3205,2,8,7
3246,1,0,1
3464,1,1,2
3638,1,0,1
3854,0,1,1
3894,2,3,5
4070,6,2,3
4095,2,0,2
4179,10,4,9
4306,2,2,3
4360,4,5,6
4361,2,0,2
4388,1,1,2
4736,1,1,2
4818,1,3,2
4880,0,4,4
5018,0,3,3
5084,0,2,2
5327,3,3,4
5395,2,6,7
5521,1,0,1
5769,1,0,1
5783,0,2,2
5897,2,8,7
6037,1,2,2
6153,1,2,2
6160,1,1,2
6375,3,2,4
6425,5,3,4
6647,3,3,5
6658,0,1,1
6674,1,0,1
6893,8,5,6
7142,1,0,1
7190,1,1,2
7203,3,2,4
7231,2,0,2
7333,0,1,1
7345,1,0,1
7451,1,4,4
7690,0,1,1
7715,0,1,1
7792,0,2,2
7963,1,0,1
8263,1,0,1
8415,1,3,3
8426,2,2,4
8430,2,2,2
8517,0,1,1
8529,1,0,1
8683,1,0,1
8704,1,6,5
8812,1,0,1
8850,11,8,8
8915,2,1,2
8974,1,0,1
8975,0,1,1
9058,2,1,3
9060,1,0,1
9092,3,2,4
9241,3,2,3
9243,1,11,7
9441,0,1,1
9645,2,2,4
9687,0,3,3
9696,9,11,8
9858,2,1,3
10143,40,30,20
10197,1,0,1
10246,1,0,1
10304,0,1,1
10318,0,2,2
10331,0,1,1
10571,1,2,2
10608,1,0,1
10841,2,2,3
10907,1,0,1
10923,1,0,1
10930,0,4,3
10938,2,1,3
10944,0,1,1
10957,6,2,5
10961,2,2,4
10979,0,8,5
11134,1,0,1
11165,0,0,0
11200,1,1,2
11214,3,6,9
11254,1,1,2
11406,3,3,5
11476,1,0,1
11620,5,7,9
11648,0,1,1
11676,1,1,1
11801,1,1,2
12118,1,2,2
12121,1,0,1
12172,1,1,2
12182,0,1,1
12263,1,0,1
12275,3,4,6
12721,1,4,5
12743,4,6,6
12765,0,1,1
13164,4,1,4
13166,4,2,3
13197,0,2,2
13239,0,0,0
13281,7,5,6
13350,0,4,3
13351,4,6,7
13394,1,0,1
13421,1,1,2
13432,0,2,2
13463,0,3,3
13507,4,5,6
13547,0,4,4
13555,1,0,1
13588,0,1,1
13639,1,1,2
13731,1,2,2
13751,47,24,20
13837,1,1,2
13838,1,0,1
14001,4,5,7
14003,0,3,2
14094,2,2,4
14140,3,1,3
14258,0,3,3
14372,0,1,1
14735,0,2,1
14766,2,0,1
14786,1,0,1
14816,0,1,1
14817,0,1,1
14879,1,3,1
14903,0,1,1
15011,0,2,2
15071,5,4,4
15141,0,1,1
15257,0,2,2
15362,1,1,2
15421,1,0,1
15438,0,2,2
15453,0,1,1
15493,0,1,1
15516,0,1,1
15608,0,2,2
15609,0,3,1
15691,7,3,6
15704,2,2,3
15935,9,10,12
15992,1,3,3
16012,0,1,1
16017,2,4,4
16024,3,3,5
16031,3,3,4
16176,1,1,2
16207,1,0,1
16353,2,2,4
16355,0,4,4
16416,3,1,3
16438,1,0,1
16520,1,2,1
16668,9,0,3
16816,13,5,7
16820,0,2,2
16847,1,0,1
16851,1,0,1
16881,2,2,4
16990,3,4,5
17006,1,0,1
17171,1,1,2
17185,0,1,1
17187,2,1,2
17197,1,1,2
17224,2,3,3
17271,0,3,2
17293,2,2,3
17301,2,1,2
17664,23,11,12
17677,1,2,3
17882,0,3,2
17959,3,1,3
17995,1,0,1
18027,3,2,3
18057,2,2,4
18066,1,0,1
18152,0,2,2
18233,0,1,1
18242,0,1,1
18319,2,0,2
18358,0,1,1
18400,1,3,3
18447,0,3,3
18463,2,2,4
18497,2,2,3
18661,0,4,3
18669,4,10,8
18757,3,2,4
18885,0,1,1
19103,3,5,5
19154,1,0,1
19294,0,1,1
19332,1,1,2
19460,0,1,1
19573,1,2,2
19850,0,1,1
19984,18,10,11
20039,2,4,4
20075,3,1,3
20076,0,1,1
20164,0,1,1
20252,1,2,2
20260,3,6,4
20303,0,1,1
20377,1,0,1
20786,2,2,4
20866,1,0,1
20874,0,1,1
21100,1,1,2
21141,3,2,5
21318,1,0,1
21465,1,1,2
21493,1,0,1
21568,1,3,3
21650,1,2,2
21812,2,3,4
21817,1,0,1
21886,4,3,6
21901,1,0,1
21946,0,1,1
21971,2,1,1
22019,1,7,5
22043,4,1,3
22104,2,1,2
22107,1,0,1
22234,1,0,1
22300,1,0,1
22381,5,6,9
22385,5,1,3
22438,3,1,2
22548,0,2,1
22681,1,1,1
22717,2,1,3
22744,0,3,3
22768,2,0,2
22784,1,1,2
22839,3,1,4
22845,24,6,10
22900,0,1,1
22929,1,1,2
23156,2,1,2
23187,1,0,1
23188,13,9,10
23298,0,2,1
23353,0,1,1
23705,8,1,9
23721,1,0,1
23809,0,2,2
23877,1,0,1
23895,0,2,1
23943,0,1,1
24098,0,1,1
24147,0,3,3
24170,0,2,2
24175,3,5,6
24190,3,2,3
24194,0,3,3
24370,1,2,1
24372,1,0,1
24405,1,0,1
24459,2,2,2
24572,0,2,1
24591,0,2,2
24613,3,5,8
24648,1,1,2
24676,3,6,7
24680,1,0,1
24696,1,0,1
24731,0,2,2
24773,0,1,1
24872,0,3,3
24895,2,2,4
24918,3,4,3
25080,1,2,3
25103,7,3,6
25152,1,1,2
25296,3,3,5
25593,1,0,1
25679,1,0,1
25699,1,3,3
25808,1,2,3
25952,0,3,3
25992,0,1,1
26003,1,0,1
26005,0,1,1
26018,1,0,1
26072,1,2,2
26078,1,2,3
26124,1,1,1
26154,3,10,10
26554,0,1,1
26806,1,0,1
26827,4,4,6
26957,0,2,2
27005,1,1,2
27085,1,0,1
27168,1,1,1
27271,8,12,13
27384,1,2,2
27626,7,0,7
27732,0,6,4
27781,65,13,17
27807,3,5,6
27819,4,3,4
27994,4,7,6
28019,3,1,3
28026,0,2,2
28115,1,7,5
28149,2,0,2
28265,6,5,6
28521,6,11,4
28656,1,0,1
28755,4,4,6
28762,2,2,3
28817,1,5,5
28883,1,0,1
29060,3,2,4
29187,3,2,3
29208,0,3,3
29211,1,0,1
29223,0,1,1
29433,10,10,11
29437,1,1,2
29460,50,19,18
29528,0,1,1
29530,6,12,9
29533,2,0,2
29553,0,3,3
29599,1,1,2
29622,0,1,1
29777,3,3,4
29948,2,1,3
30065,5,7,9
30086,1,1,1
30101,1,0,1
30131,0,2,2
30132,1,0,1
30173,3,1,3
30233,1,0,1
30318,0,3,2
30347,2,0,2
30582,3,0,3
30698,1,0,1
30767,18,11,10
30957,0,2,2
30983,1,0,1
30987,0,2,2
31036,2,2,3
31093,0,1,1
31121,0,2,2
31251,1,1,2
31264,1,0,1
31292,1,1,2
31332,1,0,1
31512,1,1,2
31520,3,4,6
31534,0,1,1
31826,2,4,5
31840,1,1,2
31937,3,0,3
31943,2,1,2
32006,10,13,8
32032,1,1,2
32319,1,0,1
32354,4,3,5
32500,3,4,4
32605,0,2,2
32626,3,0,3
32647,0,1,1
32674,4,2,5
32679,2,1,2
32683,5,3,7
32706,5,2,5
32912,2,2,4
32952,1,2,2
33102,1,4,3
33111,1,0,1
33131,12,5,8
33143,1,4,3
33225,12,18,12
33270,4,8,8
33324,0,1,1
33528,2,3,4
33598,1,0,1
33605,78,36,28
33614,1,0,1
33728,18,13,12
33914,3,2,4
33932,2,2,3
33988,3,6,7
34019,6,4,8
34052,6,5,5
34334,2,1,3
34356,2,0,2
34367,1,2,3
34437,1,0,1
34462,1,1,2
34476,2,0,2
34597,1,3,3
34776,4,3,6
34814,5,5,5
34995,2,3,5
35008,2,0,1
35122,1,0,1
